Accession,Gene,protein length,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.40,prot.41,prot.42,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6,RNA.7,RNA.8,RNA.9,RNA.10,RNA.11,RNA.12,RNA.13,RNA.14,RNA.15,RNA.16,RNA.17,RNA.18,RNA.19,RNA.20,RNA.21,RNA.22,RNA.23,RNA.24,RNA.25,RNA.26,RNA.27,RNA.28,RNA.29,RNA.30,RNA.31,RNA.32,RNA.33,RNA.34,RNA.35,RNA.36,RNA.37,RNA.38,RNA.39,RNA.40,RNA.41,RNA.42,GR.cluster,NM.cluster,GR.Pearson.r,NM.Pearson.r,all.Pearson.r,GR.Spearman.rho,NM.Spearman.rho,all.Spearman.rho
Q08157,YOL019W,551,0.315005877,0.279158586,0.324678292,0.153205395,0.194742649,0.315526237,0.386870426,0.3359497,0.266050229,0.610872193,0.529952994,0.585731499,0.656306916,0.602600044,0.5700841,0.91501589,0.916884869,1.057748719,1.003702567,1.244539648,1.350342895,0.243693067,0.620735493,0.672479249,0.614939627,0.349178995,0.456177628,0.464558295,0.707804218,0.72115576,0.30376454,0.297579711,0.495481781,0.734291573,0.777287272,0.748810654,0.28711499,0.550822948,0.284124883,0.744362755,0.882511713,1.300927964,0.4709932,0.094532472,0.587699917,0.37291016,0.362157744,0.307530836,0.719991489,0.802232703,0.832342754,0.825492533,0.92325235,0.810419902,1.317400718,1.257109892,1.269446561,1.331239583,1.288248422,1.395972293,1.875873672,1.679507381,2.484373459,0.494898186,0.440572536,0.440121177,0.57815927,0.489207172,0.465036656,0.896965336,0.692380521,0.598671063,0.255252674,0.24385056,0.207460657,0.711194252,0.80058756,0.767709495,0.753359714,0.833100593,0.610918654,0.750855101,0.650171173,0.789254009,1,2,0.896043,0.402531112,0.721497301,0.890608875,0.342490842,0.603273641
Q08162,DIS3,1001,56.28986033,42.26101214,53.8267272,55.55775272,49.74771094,52.30852451,41.5199067,38.25504649,68.47086299,70.03847784,58.98571847,56.63330513,63.34206809,57.18171869,62.34162504,102.2464875,90.23682577,105.2066394,106.9895081,131.4283493,135.4903843,58.44721798,63.16516039,116.2936364,123.0239788,67.90323362,81.54235153,48.7121152,75.56417111,81.14636826,63.45530417,111.5348984,75.55113194,83.30746224,78.75514184,81.43178428,64.21722672,60.89586301,79.16858701,115.7393513,94.40749845,127.8989269,0.087734558,0.062961785,0.117516022,0.217307757,0.240303463,0.190040767,0.110871612,0.11853267,0.128713598,0.127101486,0.129353322,0.120786112,0.200015932,0.206186512,0.187915921,0.23432286,0.220234038,0.256719266,0.379313829,0.36219925,0.473865236,0.315610627,0.276045214,0.286223674,0.252189646,0.246423165,0.228704982,0.123239729,0.097097932,0.086092099,0.084668626,0.087383446,0.074284039,0.099645042,0.106045191,0.099882706,0.144839565,0.170397748,0.146026387,0.115771189,0.09322386,0.111115595,1,1,0.912349104,-0.063918351,0.431360606,0.902992776,-0.194139194,0.219026011
Q08179,MDM38,573,58.72934266,56.71330136,48.86643449,116.8910954,133.6303529,107.7947407,35.94590898,39.0073862,26.52215921,55.79454238,50.45147573,51.70596391,60.27157363,54.60444552,58.17420978,86.08069236,102.7457332,97.63952805,125.5423414,146.6863326,123.3875261,129.777934,214.5083408,142.5555532,116.2603422,70.52503978,74.618882,36.38190929,67.82288998,73.33307554,126.5056502,123.5197051,107.1371434,77.92581786,74.80565151,87.34044402,83.56732965,131.3352537,75.26358346,93.29882375,96.52119132,80.45497111,0.253111471,0.242796327,0.300157119,0.858644763,0.86500723,0.714436729,0.257569823,0.287782234,0.297212202,0.299327656,0.309106903,0.301347001,0.494714647,0.470387994,0.472748627,0.689695278,0.650452858,0.788138046,1.175366323,1.152282335,1.491260622,1.265989129,1.069026132,1.113006153,0.655463991,0.686051334,0.646091044,0.297859032,0.22896627,0.195505611,0.358351979,0.376924167,0.306797236,0.275597084,0.29844096,0.300301287,0.398617115,0.490220465,0.442713013,0.287850174,0.199436933,0.267936193,1,1,0.916801251,0.670426696,0.688249207,0.772961816,0.665445665,0.649785269
Q08193,GAS5,484,191.3186999,215.2767502,203.0651433,264.4971594,358.2408805,291.3479467,223.8600801,253.3435356,119.5153812,212.807682,201.2362035,194.9987801,243.248953,235.9926617,254.8933768,366.4195704,320.9574729,310.8139949,308.9697414,348.7121675,304.2435674,350.8867993,784.1065339,665.0605453,497.9472775,176.7212783,206.3646349,140.8653426,202.8632197,290.3058216,208.4256277,371.7723894,177.0878595,243.1865785,186.4500737,286.1243691,187.1544267,300.0306521,164.825507,267.9480932,240.667822,212.9741895,0.372686253,0.182211664,0.449048326,0.916934533,0.914955574,0.801300644,0.430234188,0.496330483,0.540364796,0.571132503,0.561540822,0.569897913,1.0731623,1.033102235,0.995526322,1.330910058,1.314648954,1.453248305,2.130822997,1.93725588,2.459108245,1.363544852,1.133961185,1.216155492,1.164190832,1.140024254,1.255554589,0.590316978,0.374702698,0.390428834,0.52883735,0.521794607,0.475671102,0.755988672,0.784224066,0.759739659,0.745225994,0.85593896,0.725414843,0.626168395,0.341663736,0.609931155,1,1,0.764127913,0.513559788,0.388115101,0.754385965,0.375457875,0.540069686
Q08199,SIL1,421,95.16074586,93.68831505,86.88304322,106.5010616,113.1049899,109.6209263,86.59341641,91.07156893,50.11581179,109.4183799,90.03634482,95.05490222,89.7651205,86.18411369,96.6947586,106.4054415,100.9251408,99.89605091,105.569587,107.9108983,119.3195076,125.5431938,132.4745159,152.2671765,154.2408015,84.14156975,107.4098746,66.76816055,123.3154233,128.9101075,97.67200926,112.4623498,92.44922165,148.9683397,137.2679146,145.9662262,103.8269432,137.9937863,93.34227809,109.0075137,175.2659403,132.3957345,0.097061901,0.052869556,0.126515884,0.229818297,0.243642567,0.206333356,0.122802419,0.135680578,0.15557605,0.151706682,0.14399432,0.131293799,0.207259035,0.213615441,0.212752681,0.251480343,0.241647494,0.271800423,0.400334305,0.383541251,0.468968592,0.34845156,0.26183377,0.283159913,0.248056759,0.232678775,0.217057857,0.13039188,0.091083573,0.091598868,0.08548599,0.074333782,0.071198274,0.136492229,0.144066118,0.126035872,0.152042507,0.178794309,0.145420846,0.143462366,0.102283554,0.133207798,1,1,0.553785624,0.155744926,0.105973678,0.566563467,0.16971917,0.157604732
Q08202,OPI10,246,239.2979896,228.2542718,174.7436181,268.1566272,202.8469253,202.4251922,125.3769843,119.6082219,109.2152245,133.9269593,138.442878,138.5252479,108.9256953,123.5977986,122.2135756,140.8027703,159.570707,99.67763677,179.1722735,100.9909544,207.8640907,428.5341455,285.8784687,346.8421392,322.0202349,244.4996363,245.257644,95.40882685,220.670905,205.6256673,242.2083177,257.5710906,293.0763454,220.6783186,209.402318,189.9115872,263.1687294,254.378235,246.6200384,232.5733273,283.0894304,291.3051907,0.316575924,0.942795727,0.392131276,0.785790059,0.739498124,0.736504824,0.222134732,0.273569098,0.298117919,0.240766267,0.232581427,0.224693112,0.304059161,0.307983175,0.295178984,0.346885183,0.377648031,0.36581369,0.560877102,0.505620347,0.511679561,1.117047918,0.918422029,1.047227754,0.953303875,1.023083034,1.124418173,0.250723099,0.278923373,0.18837357,0.17733823,0.19293251,0.223626762,0.196408865,0.210014097,0.209983183,0.282598909,0.370490733,0.392867793,0.216140043,0.302808767,0.258763139,2,1,0.554121161,0.527233028,0.513703226,0.37874097,0.433455433,0.255003646
Q08204,SMC5,1093,7.417169557,8.114752521,9.234960523,11.55952038,9.890398257,8.372787198,5.298897381,6.322908367,4.04573033,6.765372205,5.651125611,5.438567069,5.58287886,5.13553676,5.912246876,6.02053773,6.319805502,8.662371763,6.827012264,9.141228213,6.467694959,22.73213535,16.97785774,14.54343524,13.09556131,5.520992544,8.601373167,3.513812738,6.945533893,7.504856079,6.977287387,9.67445179,8.494719265,10.67688933,8.954130767,9.823690708,8.533688316,11.43988494,9.342046043,8.039957974,9.372985127,7.623058176,0.051403308,0.038952693,0.060691822,0.114568282,0.106187326,0.08576328,0.063130623,0.070751419,0.073000452,0.076652744,0.080617383,0.070951115,0.108911719,0.104084303,0.112911092,0.115428928,0.107036284,0.115381136,0.180459094,0.161529448,0.189210365,0.142563031,0.124593856,0.13511368,0.105637784,0.106056309,0.083549786,0.061877955,0.053960188,0.046228335,0.039405036,0.041300735,0.037250476,0.057329538,0.06367388,0.055261346,0.071306078,0.085323943,0.076457193,0.068787256,0.053379184,0.06444783,3,1,0.092029371,0.678013242,0.246307534,0.042311662,0.473748474,0.069767442
Q08208,NOP12,459,46.73713583,40.67009069,49.71173613,74.28611743,66.41286553,64.245166,32.75285654,35.79615288,52.45050738,53.53819689,43.11836928,46.3280306,55.02116868,56.43914426,56.7065287,102.9102222,102.3229535,85.7654997,103.3707426,97.77241653,119.2870573,105.0129953,96.27699192,128.485515,97.75940507,50.94351992,65.17549663,31.85575701,57.92155736,56.23431236,69.16943924,87.0363789,78.21059595,75.19843618,62.23985206,60.28731693,58.32284355,67.27198655,61.23293642,89.74289653,71.30202254,65.73595684,0.153935143,0.045221142,0.180895072,0.444429802,0.432418682,0.337654565,0.184448238,0.210803498,0.212615593,0.217192039,0.212774405,0.201426581,0.318971503,0.350314314,0.349116242,0.498976056,0.446556366,0.526891175,0.708693136,0.720121659,0.972708282,0.567094366,0.49794043,0.485906389,0.39777661,0.389151158,0.293596534,0.199532469,0.122902571,0.111740877,0.133309543,0.135013072,0.090646491,0.148187083,0.188519202,0.163016585,0.236317867,0.256103544,0.207957626,0.205882554,0.122531695,0.171920749,1,1,0.914314058,0.514660109,0.695189381,0.894736842,0.26984127,0.510736569
Q08213,NGL1,363,5.736570647,5.6143842,5.999763093,8.073114169,8.940679353,7.531283204,5.136719297,5.208342861,5.760903297,6.356163014,5.065462721,5.356931333,5.685531444,4.970537284,6.100529623,5.287431792,5.385519852,6.182336059,5.552786379,6.774883831,7.903379808,15.36199234,19.14229912,21.27111708,13.70780941,6.10874462,7.430102809,3.892130777,6.681491164,7.938714544,9.804183893,17.51737629,11.03037454,10.03183004,7.358088776,9.026694806,7.471630725,11.52755398,7.678989259,8.657019682,9.732466592,7.448485043,0.093071008,0.110971237,0.117082465,0.220032218,0.232513856,0.196634776,0.100192097,0.113292238,0.126217434,0.123836758,0.12499842,0.116616928,0.188872278,0.197090617,0.18256887,0.213733446,0.204249032,0.232870114,0.315605238,0.314497429,0.400433081,0.33989026,0.284118402,0.278396063,0.296795087,0.288274901,0.237118855,0.121650896,0.089258204,0.084183968,0.085019827,0.092491505,0.082589158,0.104510164,0.117738862,0.106824196,0.138269086,0.182624561,0.145398346,0.117023968,0.097885897,0.118385833,3,1,0.63656391,0.465614337,0.263417673,0.329205366,0.148351648,0.037517219
Q08220,GSH2,491,276.6861972,246.1220674,258.7451831,316.9085673,320.508615,291.8710987,204.3950515,234.3828623,287.416012,306.306083,251.3481695,248.9977379,263.3076127,271.2616966,296.4527756,371.8309467,408.9329786,291.490588,388.9208405,318.2734625,382.5414305,486.0885943,651.8403214,635.5790333,513.3565666,289.5569408,382.9061084,204.2766039,373.6642828,406.9230819,406.0117808,520.1583839,466.9979042,453.5660178,397.3914319,439.5063627,313.2818688,374.9957011,326.9114134,495.9241342,514.0827947,442.04742,0.27242045,0.269486913,0.357302449,0.725613877,0.735008198,0.630649456,0.314675889,0.379647063,0.386405061,0.388583539,0.397822469,0.378901223,0.646112279,0.642430702,0.635727292,0.795312075,0.788232064,0.896096781,1.260386998,1.244076127,1.515874756,1.099475116,0.940250605,0.996971749,0.683987722,0.71910688,0.724997878,0.365969723,0.30492525,0.265763864,0.338402125,0.359751218,0.325542477,0.375490404,0.418260169,0.412738673,0.499752023,0.610791907,0.543944659,0.38913647,0.353129899,0.394939623,1,1,0.748030636,0.349686311,0.233226625,0.777089783,0.125763126,0.214650352
Q08223,AIM39,395,12.29173734,9.118613503,11.68817366,28.61596691,15.89349986,29.78114428,10.4926632,12.56052713,7.888097363,18.49940806,13.97515858,12.36040628,18.01087775,18.5744534,19.09277468,24.5574012,34.92186514,32.71712802,33.49546185,37.08453103,35.37752768,43.42374913,29.38379389,44.93206461,37.63676589,21.05283357,25.85323025,10.73403702,17.13449701,24.1330737,35.38150812,50.21714507,50.57264879,22.95968701,20.21512435,33.11473661,23.67745793,20.81494482,25.16093902,26.888169,36.49262804,24.85363271,0.182764186,0.249862925,0.226995483,0.545718825,0.519566514,0.469088772,0.201753418,0.218185637,0.253924447,0.255418666,0.254244592,0.241898218,0.426779603,0.393718755,0.395744095,0.506989484,0.507128715,0.497204981,0.702251479,0.685431794,0.841691927,0.796228015,0.682273161,0.73222209,0.529645176,0.529061815,0.522428814,0.213557586,0.188910757,0.149251692,0.297727787,0.319279187,0.325500274,0.243765894,0.271380097,0.299544946,0.312070008,0.382022651,0.36465413,0.230566144,0.216532318,0.213230963,3,1,0.913079838,0.422649226,0.534344066,0.886480908,0.487789988,0.575723199
Q08224,THI20,551,46.75023319,61.96566829,54.8890876,57.34260748,57.98640437,48.16437177,26.19653931,30.30353442,21.94138114,26.99886869,16.6090101,22.79125279,22.94152482,20.51212752,16.86381343,19.99672095,21.5964586,18.03923045,21.51889043,18.3251253,16.7425583,91.03635728,66.32425924,88.20553162,89.25980824,51.86453405,58.04994045,20.38162813,51.48476773,49.34945547,58.84699719,71.47718264,58.41151596,53.21447758,57.49112189,56.08678181,53.78313836,66.07134531,65.21382821,54.60321927,61.59482161,53.69692976,0.073950388,0.079528245,0.080843672,0.161682323,0.152221489,0.143465803,0.06249703,0.072255269,0.075420186,0.065614879,0.058341727,0.059523785,0.087714478,0.101757977,0.088014196,0.083031117,0.090870086,0.09762112,0.127101909,0.115805834,0.16923646,0.195381317,0.169042377,0.178316388,0.165094379,0.174185167,0.172501541,0.065542624,0.064231019,0.045639599,0.037443683,0.042661306,0.037993432,0.062877822,0.063962338,0.058939695,0.072369035,0.08935936,0.076234544,0.065989471,0.068222905,0.062161261,3,1,-0.279815736,0.471777244,0.278123,-0.434468524,0.305250305,0.07073981
Q08225,YOL057W,711,382.0211374,341.9714628,433.0040871,355.7512759,423.945075,278.5739445,349.4958737,374.4976711,655.51811,492.781397,415.2342133,414.7624641,391.8731622,374.7354334,462.4634495,441.9541256,437.1040649,364.5682805,390.0608094,360.0944703,512.7755651,303.5880086,511.6306337,493.3890108,482.9586214,278.9669119,403.4881149,370.6538533,560.6341201,530.28551,382.034819,491.4001132,373.2522519,660.9441777,632.7391974,553.721099,279.9703239,380.3719002,373.9136445,629.3256156,601.2904656,648.9711664,0.170060273,0.136816803,0.2061052,0.342731831,0.323195659,0.2935934,0.18842506,0.222989625,0.229945733,0.224262487,0.205578171,0.196111455,0.28209591,0.287280871,0.290818069,0.297689382,0.306514626,0.313384401,0.438389228,0.423656735,0.519817624,0.443080049,0.372317561,0.402876631,0.357962409,0.34651121,0.310131721,0.21648838,0.187935963,0.147402171,0.107008509,0.111845907,0.098162351,0.199033102,0.211667494,0.190843396,0.195164525,0.232094155,0.204151207,0.184644154,0.177353995,0.188739909,3,1,0.127713954,-0.273477068,-0.191931162,0.285861713,-0.274725275,-0.166031926
Q08227,INP54,384,48.85467235,0,33.89522301,36.97689987,0,33.18834363,32.01416699,35.57362669,60.89688894,48.85784364,50.82165874,0,47.26987147,42.86650408,54.59492145,0,75.81680019,43.66335453,54.78435331,54.58103623,61.95701145,30.77533785,0,109.6252745,77.92961241,34.16099323,44.61600492,40.1877791,0,65.32716076,0,50.13314194,53.5339887,74.91959541,0,59.23260249,34.45177537,0,44.06073115,124.701497,48.68485765,72.18578297,0.077030595,0.119290703,0.103411374,0.164969207,0.155072547,0.152552669,0.07816489,0.097041604,0.094636569,0.085714775,0.080941124,0.087363812,0.123720577,0.11564212,0.118281292,0.113181351,0.121310818,0.107660998,0.135425967,0.144760666,0.157027021,0.209628307,0.173647804,0.183162989,0.164622826,0.151384353,0.14933782,0.083759129,0.085372116,0.061091499,0.045601138,0.04462045,0.041081899,0.066506717,0.068251247,0.072861003,0.079938065,0.096829565,0.085737261,0.076574854,0.087727444,0.079940839,3,1,0.256394233,-0.037232019,0.010300877,0.36918383,-0.188432977,-0.092094577
Q08230,SDH5,162,457.824671,377.5218979,401.9316854,707.9860567,772.5606094,641.6647622,338.0967202,341.3967299,538.934952,566.6481809,422.8095687,486.0140343,565.7357048,540.4079514,515.202319,739.4562209,807.3300968,718.93578,742.6890353,777.1465482,856.726388,1033.785606,990.3420981,928.5221285,617.7949142,455.0268656,595.2093957,464.2106376,727.5720646,724.8778576,964.8263625,1016.642016,965.0246372,809.8061344,777.5298348,873.5903312,525.1503755,617.328385,621.4722646,1052.444044,1053.884796,846.0678306,0.546156625,1.015288958,0.635780667,1.331932008,1.211358925,1.189346812,0.505339505,0.559171897,0.626808268,0.575577884,0.551327892,0.569683277,0.800872077,0.786820579,0.77299134,0.780437705,0.757776579,0.802886466,1.063563802,1.033655243,1.309541709,1.843949465,1.474223909,1.690358159,1.041500316,1.079705724,1.022389852,0.595877339,0.60151875,0.420224118,0.458611324,0.519535019,0.449288311,0.610990219,0.628050902,0.661219719,0.613078316,0.724570438,0.676370936,0.508338707,0.561126441,0.51065052,3,1,0.673349555,0.162042333,0.234847009,0.671826625,-0.047008547,0.076736083
Q08235,BRX1,291,35.15858598,32.39826361,36.01691285,73.42596994,66.15825976,58.17098002,28.55425094,25.44111678,30.43427257,38.06288088,35.478935,32.81424276,41.59439663,37.73221881,42.49479593,66.34336729,81.99154202,73.8320462,120.2308511,120.003671,109.2882765,96.57231646,86.65163327,97.14082318,81.42502752,52.08968045,60.89303875,21.42184082,43.29247498,45.30492568,63.88183031,68.00652193,67.87274537,50.50639333,46.23497504,47.65378091,57.69587663,73.02926916,52.31381346,76.00200517,53.91016781,75.0662719,0.248560496,0.032305584,0.29883139,0.864380712,0.896018048,0.667851302,0.29321007,0.299826594,0.346336183,0.339548536,0.353143108,0.332964703,0.599430549,0.628321669,0.575093241,1.098521922,0.951684941,1.183735486,1.714742258,1.659497866,2.13636342,1.225737738,1.019710193,0.948210773,0.94768544,0.830424097,0.741532497,0.367939776,0.180991614,0.196116932,0.310196443,0.288990819,0.236778196,0.320437053,0.36413264,0.308812872,0.523219556,0.543972408,0.454603259,0.399699125,0.173575719,0.317327287,1,1,0.951735621,0.660077679,0.806809541,0.874097007,0.586691087,0.650919699
Q08245,ZEO1,113,1390.993014,1131.559069,846.9448795,1645.182146,1788.861442,1042.747613,1105.832148,1279.074289,1682.81676,1528.337808,1432.692864,1386.876414,1183.688014,1349.843512,1227.62044,2119.774559,1378.901874,1643.063307,2538.937771,2828.933752,3014.344323,1214.155266,2245.661108,735.956242,1079.158622,1398.209907,1991.14544,2806.443484,2610.382085,2763.450318,1258.164744,667.0618717,1490.69402,2419.141737,1823.494827,2437.79119,1226.356474,1723.322358,1449.243657,2489.670639,2673.196948,1327.163679,4.044216664,5.778606116,5.180220588,7.742949504,7.270217088,7.089247093,4.333696551,5.280093467,5.518316535,5.42279239,4.870024832,4.866466669,6.589225609,6.99133001,7.164404604,6.85336555,6.523420716,8.243795785,10.85920415,11.58236355,14.06717245,12.06404433,9.091094787,10.53985268,10.11653385,9.823799899,8.697369988,4.444084804,4.431331396,3.482408252,1.625453444,1.901366663,1.498806823,3.863090541,4.247403935,4.047754248,4.269942643,5.296308894,4.601336337,5.082088222,4.770800461,4.357823217,3,1,0.877015095,-0.214143743,0.161078336,0.523219814,-0.195360195,0.015638927
Q08273,HRT1,121,20.20836363,17.24801629,31.11293163,26.40735931,27.44782403,17.78021644,16.9075807,16.9960515,44.86655917,23.47125054,18.40617797,15.49871272,13.37317499,19.6014434,22.17711967,18.00554212,22.83309978,16.61625148,20.93080244,18.00011277,17.9482238,25.79004442,46.37023733,36.96328783,48.93817589,19.29491844,34.41735044,13.9446463,24.21917411,23.33903371,17.54636071,27.39939344,23.70086457,38.9741118,35.52677855,26.94081803,17.23062975,29.91834212,25.90256737,30.98344163,40.96265487,23.47565544,0.249051229,0.211074356,0.281006501,0.384055926,0.403113457,0.36005224,0.212271584,0.268652667,0.284085593,0.259283425,0.240759825,0.250679656,0.320363212,0.37650947,0.338452702,0.39323129,0.372047985,0.439371956,0.577287959,0.570676054,0.741536299,0.510649546,0.461106926,0.504256202,0.487219748,0.47003025,0.477175318,0.269411252,0.25955398,0.177587598,0.122508,0.126402336,0.105022432,0.205248064,0.211110271,0.195216657,0.255808102,0.296600785,0.260772601,0.223950184,0.228937397,0.235267289,3,1,-0.131780156,0.324575992,0.049630981,0.081527348,0.251526252,0.020014586
Q08278,MED7,222,71.28728079,65.73539142,62.14372933,83.66257109,75.37975081,74.21266386,54.1941889,58.00021569,44.87151685,71.99123505,59.19104808,57.45687154,68.77623058,64.14733442,71.26475056,109.7888071,105.145514,104.9340473,123.7962084,122.0217831,136.4888164,116.1664637,108.7036144,140.9708924,141.9332435,69.9526659,86.74734888,41.39587162,80.68240478,86.68312355,88.34316536,124.9846817,113.727585,114.4528541,93.76333201,104.538225,83.77419399,103.8636255,76.05266731,91.53573303,108.2550656,77.8298479,0.161628005,0.125823726,0.217809771,0.36858235,0.358200606,0.322666269,0.171648348,0.186914858,0.197918926,0.216147827,0.200744458,0.187859628,0.29918212,0.28312351,0.291218614,0.3111374,0.304093933,0.348074385,0.496413344,0.491059895,0.642655506,0.481261063,0.387964016,0.385929764,0.428159241,0.389762575,0.377368778,0.227570071,0.169412275,0.136821671,0.143616028,0.140333122,0.112031262,0.17000136,0.206788332,0.201305969,0.212968243,0.251634588,0.230506961,0.181443013,0.144828814,0.186245475,3,1,0.887819424,0.235617541,0.47944346,0.779153767,0.02991453,0.310590714
Q08281,RTC1,1341,7.471449732,6.478452781,7.849262844,7.188984671,7.477213387,6.656451789,6.190882565,6.154317491,8.282372841,7.430732379,5.987334474,5.639695299,5.481350016,5.660038489,7.260069618,6.552427311,6.431809094,5.222140936,5.814112988,5.135485209,7.62302046,7.396987172,11.85987638,12.05652976,12.06244059,5.712840899,7.210296218,4.032692009,7.827633673,9.216416401,8.099408128,11.77599365,10.20639209,10.1902167,8.30162373,9.425790092,5.786094964,8.760120113,5.890561023,6.510532423,8.039803973,8.294581861,0.051740795,0.050008704,0.06884766,0.086827822,0.087515152,0.077590095,0.058926658,0.062967951,0.066151111,0.060486926,0.059968909,0.05971775,0.081063702,0.076217691,0.083028637,0.092031695,0.085203571,0.090622038,0.133756879,0.117034371,0.156886182,0.120545716,0.105326071,0.102925874,0.088109811,0.08488999,0.078517785,0.070705799,0.060457458,0.047144457,0.034420863,0.037600287,0.032230219,0.05863101,0.058434977,0.056268753,0.065541603,0.07652047,0.067759514,0.057536113,0.04592836,0.05753082,3,1,-0.114546585,0.021645161,-0.134298098,-0.176470588,-0.136141636,-0.266185884
Q08285,RRP40,240,73.712838,67.05785733,63.6311815,66.7394535,71.40613201,79.88621795,51.21829806,52.80857235,44.25841357,70.94188867,57.155653,73.67279652,72.37971139,68.25644088,74.66630473,97.65916036,93.6336059,93.63388144,107.8284576,98.47352664,124.8735506,49.7316173,79.0337736,75.98069652,102.0196493,69.42930946,101.4994766,46.17085726,88.96527424,93.10268794,92.53035084,102.9453808,118.2688083,104.6704742,92.20166094,94.5142448,69.60040449,88.29347613,73.11203091,77.81911838,102.7763981,117.7530436,0.240443732,0.19155592,0.272134616,0.582127098,0.584868558,0.478723276,0.200743955,0.255970913,0.241430531,0.274664268,0.222458715,0.236363062,0.352057304,0.395681898,0.355656839,0.528003308,0.489237954,0.58715546,0.716369496,0.843818304,1.072086776,0.767360115,0.655654777,0.661804619,0.551702883,0.53502688,0.409810252,0.23712641,0.170267358,0.155644816,0.199301652,0.215094654,0.169155894,0.236401675,0.242652205,0.222921781,0.329466112,0.360953641,0.316280216,0.226144126,0.189989225,0.217935947,3,1,0.902674168,-0.30509515,0.190020762,0.814241486,-0.452991453,0.006725549
Q08347,BDS1,646,1.77481782,0,0.717886893,0.481029895,0,0.959796247,0.437072222,0.497957728,1.309202217,1.179717289,0.830653826,0,1.064893944,0.892813255,0.852651617,0,2.006691505,1.38452458,2.17501852,1.153613677,1.390076317,0.628620459,0,0.612848765,4.123411218,2.82864179,3.213270767,0.397690369,0,0.975892852,0,0.586651507,0.767162268,0.958770072,0,1.052731462,3.45455737,0,4.38173667,0.940556134,0.850011719,1.027618593,0.190684703,0.052284401,0.098200886,0.091807388,0.088770759,0.16066955,0.085179418,0.077661787,0.172979378,0.148470559,0.124523777,0.084137809,0.216205739,0.177210418,0.133602386,0.199032441,0.246865763,0.211635414,0.355129463,0.23275503,0.347327457,0.150952538,0.126126707,0.123043571,0.477626629,0.498570346,0.536153399,0.07939575,0.093025929,0.058366203,0.067337496,0.063655504,0.05509682,0.127779451,0.131168469,0.127787803,0.157595094,0.14332343,0.132864214,0.09342796,0.165949142,0.107497148,3,1,0.745774196,0.672673678,0.666229601,0.78283518,0.535837097,0.676744499
Q08412,CUE5,411,1093.603706,964.6909732,938.8652413,1321.84215,1459.930275,1075.11003,822.593877,1145.820397,720.0149417,1434.23791,1291.405698,1349.23813,1431.100592,1290.61502,1306.463566,1794.083436,1710.142659,1647.093006,1914.641249,1968.104521,1974.148589,614.7114951,876.7983818,956.6698499,1099.935504,1156.118299,1366.955416,1304.05183,1683.750111,1580.88063,1757.513653,1590.905445,1723.989101,1846.163582,1674.560432,1562.423472,987.7699621,1019.946546,1505.975524,1688.564057,2175.188429,1272.329334,0.495882164,0.741722687,0.619514463,1.062465706,0.95209207,0.884744722,0.535328291,0.59687619,0.62218329,0.575002137,0.579994216,0.581588822,0.846727333,0.794003317,0.821957282,0.735144957,0.737222332,0.769275011,1.025814291,0.975288502,1.240771133,1.435152818,1.201034703,1.324511139,1.008221621,1.068198647,1.076501892,0.622854134,0.577674648,0.406116672,0.397252526,0.408032772,0.344703307,0.501156893,0.540212327,0.536551078,0.552058723,0.695976393,0.613470552,0.486286842,0.502804413,0.50390282,3,1,0.732451053,-0.595746012,-0.260263512,0.60371517,-0.681318681,-0.265537639
Q08444,NOB1,459,31.62607159,27.78230639,27.20352574,34.0885765,31.43393,20.73814371,37.97926067,18.6520205,36.61880942,59.45171419,32.29967156,34.90450363,49.19807462,47.89538863,36.92937708,84.929548,73.12778161,73.89723159,90.21209319,87.5594331,131.7584377,49.55811314,71.37126843,67.34130007,54.25608651,41.31398537,44.98499498,25.89274186,47.45191682,44.75987269,48.18720836,56.89237775,63.72741777,62.13286302,50.73741614,66.76143973,50.88882272,44.5385785,44.5853501,57.41535637,77.239858,87.83567176,0.192752398,0.118811988,0.232671907,0.490184056,0.457728014,0.377231452,0.20200893,0.226187322,0.23456556,0.232371256,0.229814233,0.204228968,0.338916487,0.353694722,0.325839671,0.452290404,0.415130859,0.483246983,0.657826234,0.695496995,0.867189986,0.668006413,0.544079303,0.556816338,0.550638303,0.531059384,0.477746828,0.222124167,0.172650197,0.134618248,0.149662629,0.148641316,0.111051136,0.167147823,0.19831352,0.163567964,0.248374109,0.284232407,0.248580326,0.216014936,0.154819394,0.206629941,3,1,0.935146066,-0.114453575,0.490688232,0.853457172,-0.228937729,0.224860222
